scenario_id,contract_id,combined_status,covered_by_tool_ids,unsure_tool_ids,headlamp,k8sgpt,kube-linter,kube-score,polaris,node-problem-detector,argo-health,kubernetes-mixin,kstatus,cluster-api-conditions,prometheus-runbooks,kubevious,popeye,robusta,coroot,kuberhealthy,kyverno,gatekeeper,kubescape,trivy-operator,kube-bench,pluto,falco
phase2-workload-authorization-02-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-03-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-04-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-05-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-06-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-07-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-08-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-09-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-10-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-11-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-01-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-02-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-03-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-04-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-05-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-06-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-07-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-08-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-config-repair-09-v1,service-selector-repair,uncovered,,,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-01-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-02-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-03-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-04-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-05-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-06-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-07-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-08-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-09-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-10-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-configuration-reference-11-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
